Id,comment_text,topic,conspiracy
418,"**❗️🤯😡Un bellunese di 55 anni affetto da una grave malattia ai polmoni è stato escluso dalla lista dei candidati al trapianto d'organo perchè ritenuto ""non idoneo"" dall'equipe medica, in virtù delle sue ""idee paranoiche"" sul Covid.

🤯Adesso se sei contro la truffa Covid non hai diritto neanche al trapianto da parte del sistema sanitario nazionale pubblico a cui si è costretti a pagare ogni anno.**

🤯🤯🤯🤯🤯🤯🤯

❗️**Manca solo che tolgano il diritto di voto e la dittatura assoluta sarà raggiunta. **

",Covid,0
419,"""Jordan Sather – Fai attenzione a chi segui, il cambiamento narrativo in arrivo

Jordan Sather è il creatore e proprietario di jordansather.com. Jordan inizia la conversazione parlando del motivo per cui dobbiamo stare attenti a chi seguiamo. Ci sono molte risorse di DS che cercano di confondere le persone e far sembrare i patrioti degli sciocchi. Elon Musk ha fatto una mossa su Twitter, il cambio narrativo è in arrivo, il gioco sta per cambiare. ""

",Qanon,1
420,i tamponi alimentano la falsa pandemia,Covid,0
421,"AAAAAndiamo bbene!
Il ragionamento non fa una grinza!
**QUESTO VACCINO E' MEGLIO PERCHE' E' UGUALE A TUTTI GLI ALTRI**...
e soprattutto sicuro perchè ha gli stessi effetti collaterali 🤨
[🇮🇹]( ",Covid,0
422,"Era facile prevederlo. Non appena si è diffusa la notizia della sentenza della Corte Suprema contro l'aborto, Soros ha sciolto la sua muta di cani rabbiosi per le strade. Ieri è stata una giornata fondamentale e storica. I circoli massonici sono semplicemente furiosi perché tutto il tipo di società liberale anticristiana che hanno costruito negli ultimi 60 anni sta andando comple in frantumi.",Qanon,1
423,"Mentre in Italia la spinta alle manifestazioni sembra essersi esaurita, è stata spenta dalla repressione e rimasta soffocata nella paura dei manifestanti,** in Spagna, a Valencia, la nascita di Gesù bambino la festeggiano così.
**Pur avendo meno restrizioni e più garanzie, la gente continua a farsi sentire, perché la fregatura è sempre dietro l'angolo...

[🇮🇹",Covid,0
424,"Casi di miocardite attesi (da previsioni... il famoso rischio calcolato degli eventi avversi sulle persone sane) per fascia di età, confrontati con quelle realmente verificatesi (praticamente quelle in rosso)
Gente che stava bene, e sono quasi tutti ragazzi e ragazze che forse hanno la vita minata per sempre.

🇮🇹 ",Covid,0
425,"__⚡️Che falso scenario è questo..?
È questo il VERO Sigillo Presidenziale e perché è così PICCOLO?? 🤣 Quando ingrandisci sembra quasi una Q o forse mi sbaglio.. Roba da 
appun

  ____ 👈__",Qanon,1
426,"**❗️Per non dimenticare il massacro fatto e ancora in atto.
**
",Covid,0
427,Fuorionda con portuale di Trieste che svela la strategia internazionale segreta per sconfiggere il Nuovo Ordine Mondiale voluto dalle élite di Davos a danno dei popoli!!!! Il ruolo di PUTIN a nostro favore !!!,Qanon,1
428,"In un DROP di Q c'è scritto 

""MAI DISTURBARE IL NEMICO MENTRE È IMPEGNATO NELL'AUTODISTRUGGERSI"" 

Nulla di più vero

Traduzione automatica 

[  Amico, che giornata terribile per avere gli occhi.
 Non posso fare nulla senza vedere oltraggiosamente asinine affrontare questa situazione.  Non posso nemmeno consumare media relativi allo sport o all'intrattenimento senza essere bombardato da sciocchezze Roe v Wade.  Per quanto sia doloroso da guardare, penso che in una certa misura risveglierà le norme.

 La sinistra sta armeggiando su se stessa cercando di articolare come questa sia ora la più grande minaccia per la nostra democrazia, dopo aver schiumato in bocca nell'ultimo mese per Elon e Free Speech.  È il perfetto vortice di narrazioni contrastanti che non possono supportare contemporaneamente.  Questo spezzerà le menti di molte pecore.

 Dopo aver trascorso gli ultimi 2 anni affermando di sapere cosa è meglio per il nostro corpo e tutti dovrebbero essere vaccinati indipenden dalle convinzioni religiose o personali;  ora devono contraddirsi per dire ""il mio corpo è la mia scelta"" in modo da poter giustificare il massacro dei loro bambini non ancora nati.  Proprio come durante la campagna diffamatoria di Kavanaugh, hanno gridato ""credete a tutte le donne"".  Ora non riescono nemmeno a definire cosa sia una ""donna"".

 E quando pensi al quadro generale, immaginando come le generazioni future guarderanno indietro a ciò che abbiamo passato nel mondo di oggi, guarderanno indietro con orrore all'ideologia di sinistra.  Le generazioni future assoceranno il liberalismo a:

 -iniezioni dannose forzate
 -uso forzato della maschera
 - frode elettorale
 -propaganda
 -sostenere gli attuali nazisti in Ucraina
 - governare i bambini
 -anti-libertà di parola
 -macellazione dei bambini non ancora nati

 E questa era solo la merda pazza che hanno difeso nell'ultimo mese.

 Quindi, se mi chiedi cosa penso stia succedendo con la fuga di notizie SCOTUS?  Nessuna idea.  Ma qual è l'effetto complessivo degli avvenimenti?  Le norme si svegliano perché la sinistra è fottu pazza e più parlano, più le persone sane iniziano a rendersi conto di quanto la sinistra sia andata oltre il limite.

 E non so se lo sentite tutti, ma il tasso di questi ""accadimenti"" sembra aumentare in modo incrementale.  Le pecore sono costrette a cambiare rapidamente la loro identità.  La narrazione che vengono alimentate contraddice diret le narrazioni precedenti e credo che sempre più di loro lo riconosceranno.

 Quando il nemico è sotto costrizione, diventa sciatto e più incline a sbagliare.

 -Clandestino ] 

",Qanon,1
429,La mia conclusione e' questa...  quei pochi potenti che comandano il mondo.. hanno deciso.. che non tutti devono attingere alle risorse alimentari ed energetiche di questo mondo.. ed hanno escogitato un piano globale per ridurre la popolazione mondiale.. pertanto il covid.. e poi i vaccini killer.. che faranno un lavoro silente.. nel tempo.. per non destare sospetti..   a parte l'Astrazenica..  che era troppo evidente il suo scopo killer.. e l'han dovuto bloccare...,Covid,0
430,"Si, era un piccolo e chiuso account, si sospetta che abbia fatto mille post con date diverse e ieri abbia cancellato tutte le sbagliate(non si può modificare un Tweet su Twitter). Vi assicuro, per esperienza personale che ci sono account anonimi come Mr Pool(e molti altri) che, come faceva Q sulla board, danno continue “briciole” per decodificare la situazione.",Qanon,1
431,"Orban celebra la sua vittoria definendola come un successo che verrà ricordato per sempre. Nel suo discorso di ringraziamento agli elettori, Orban elenca i sei nemici che ha dovuto fronteggiare l'Ungheria. Nella lista ci sono i nemici storici quali George Soros che per anni ha cercato di finanziare le opposizioni contro Orban nel tentativo, fallito, di attuare una rivoluzione colorata magiara. Il primo ministro aggiunge poi un nuovo nemico alla lista di coloro che hanno cercato di rovesciare il suo governo. Quel nuovo nemico è Zelensky, il fantoccio del blocco Euro-Atlantico e dei nazisti ucraini che è stato sconfitto assieme a tutti gli altri. I tentativi del globalismo liberale di mettere piede in Ungheria sono tutti miseramente falliti. L'Ungheria resta sovrana e indipendente.",Qanon,1
432,Quante volte abbiamo visto la luna.. nel cielo.. in pieno giorno..?  Io tante volte..,Terra Piatta,3
433,"L’esempio del Prof. Orsini è emblematico per come nel sistema autoritario, di fatto instaurato, la libera espressione del proprio pensiero - se non si trova allineato al regime - porta al tentativo di annien  del dissidente a 360 gradi … 

PERCHÉ IL MAINSTREAM SI STA ACCANENDO TANTO CONTRO ALESSANDRO ORSINI? ",Russia,2
434,"La politica ascolta gli ""scienziati incaricati"" mentre litigano tra loro per dimostrare chi è più intelligente.
Nel frattempo nessuno ascolta gli scienziati  neutrali, quelli neutrali magari perché si sono dissociati dai loro padroni e perché schiavi solo di se stessi e della propria etica.
La politica non ascolta neppure le persone, la gente comune, quelle che sono la saggezza dell'umanità e coloro ai quali dovrebbero rendere conto.
Renderanno conto!",Covid,0
435,"Mi dispiace, ma devono fallire tutti gli esercenti che chiedono il green pass.
Volete vivere? Non fate discriminazioni.",Covid,0
436,"Gruppi di studenti ,gruppi di insegnati ,gruppi di forze del ordine gruppi di città, i gruppi della “gente come noi” i gruppi contro i green pass. E fidati che come me c’è molta gente che nemmeno ha fatto la prima dose e mai la farà..",Covid,0
437,"Messina: la toccante testimonianza di Alessia, la professoressa colpita da gravi effetti collaterali post vaccino.
Chiede aiuto per sé e per la sua salute, per il suo lavoro (per il quale le hanno chiesto di fare la seconda dose di siero😳) e per tutti chiedendo ai danneggiati (vivi) di rendere pubbliche le proprie testimonianze.

🇮🇹 ",Covid,0
438,"Siete troppo estremisti, non si va da nessuna parte così, anche perché non abbiamo i numeri per farlo e serve anche l'aiuto dei covidioti pentiti. 
Il nemico del mio nemico è mio amico. Tenere a mente questo se vogliamo scardinare questa dittatura che ha le mani in pasta ovunque.",Covid,0
439,"Avvocato Cinese avverte che: un sistema di credito sociale in stile comunista cinese sta avvenendo alle nostre porte ora negli Stati Uniti e in Europa!! Attenti ai Paesi che chiedono di fornire la prova della vaccinazione COVID-19 per entrare nei ristoranti o in altri esercizi pubblici, spesso sotto forma di un codice QR o tramite un'app di pass sanitario!!  Se iniziate a fare le cose come il Partito Comunista Cinese sta facendo, allora state limitando le libertà delle persone e diventerete proprio come loro e sarete loro schiavi!!! Non obbligate nessuno a vaccinarsi!!!",Covid,0
440,"**E finalmente a Bassetti è giunta la notizia che qualsiasi persona informata ed intelligente da due anni va dicendo**: per fortuna che sta riuscendo a mettere insieme due tasselli del mosaico. Purtroppo per lui la strada che deve ancora fare è molto lunga, ed i danni che ha causato non saranno rimediabili.
Questo dimostra come la testardaggine delle persone ""arrivate"" sia in realtà la loro debolezza: la incapacità di riconoscere gli errori.
Ma che nessuno sia capace di dirglielo in faccia? A proposito di facce....
**Le facce di Cecchi Paone invece sono esilaranti: Che non si voglia rassegnare a perdere lo stipendio da ""testimonial para-scientifico"" ?
**[🇮🇹",Covid,0
441,"**PERQUISIZIONE DELLA CASA DEL PRESIDENTE TRUMP A MAR-A-LAGO DA PARTE DELL'FBI DI JOE BIDENS - SCASSINATA LA CASSAFORTE!

**La casa del Presidente Trump a Mar-a-Lago è stata perquisita dall'FBI questa sera.
Il Presidente Trump ha rilasciato una dichiarazione poco fa.
Gli agenti dell'FBI hanno scassinato la sua cassaforte personale.

Di seguito la dichiarazione del Presidente Trump:

__""Sono tempi bui per la nostra nazione: la mia bella casa, Mar-A-Lago a Palm Beach, in Florida, è attualmente sotto assedio, perquisita e occupata da un folto gruppo di agenti dell'FBI. Non era mai successo a un Presidente degli Stati Uniti prima d'ora. Avendo collaborato e cooperato con le autorità competenti, questa irruzione senza preavviso nella mia casa non era né necessaria né appropriata. Si tratta di una cattiva condotta dell'accusa, di una strumentalizzazione del sistema giudiziario e di un attacco da parte dei Democratici di sinistra radicale che vogliono dispera impedirmi di candidarmi alla presidenza nel 2024, soprattutto in base ai recenti sondaggi, e che faranno anche tutto il possibile per impedire ai Repubblicani e ai conservatori di candidarsi alle prossime elezioni di midterm. Un attacco di questo tipo potrebbe avvenire solo in paesi del Terzo Mondo in crisi. Purtroppo l'America è diventata uno di questi Paesi, corrotto come non mai. Hanno persino scassinato la mia cassaforte! Che differenza c'è con il Watergate, dove gli agenti si sono introdotti nel Comitato Nazionale Democratico? In questo caso, i Democratici hanno al contrario fatto irruzione nella casa del 45° Presidente degli Stati Uniti.

Il bersaglio politico del presidente Donald J. Trump va avanti da anni, con la frode Russia, Russia, Russia, Russia, la frode dell'impeachment n. 1, la frode dell'impeachment n. 2 e molto altro ancora, ma non finisce mai. Questo è targeting politico al massimo livello!

A Hillary Clinton è stato permesso di cancellare ed eliminare 33.000 e-mail DOPO essere stata citata in giudizio dal Congresso. Non è successo assolu nulla che la rendesse responsabile. Ha persino preso mobili antichi e altri oggetti dalla Casa Bianca. Mi sono opposto alla corruzione burocratica in America, ho restituito il potere al popolo e ho fatto davvero qualcosa per il nostro Paese come non abbiamo mai visto prima. L'establishment lo odiava. Ora che vedono i candidati che sostengo ottenere grandi vittorie e vedono il mio dominio in tutti i sondaggi, cercano di nuovo di fermare me e il Partito Repubblicano. L'illegalità, la persecuzione politica e la caccia alle streghe devono essere smascherate e fermate.

 Continuerò a lottare per il grande popolo americano!"".

__Fonte:
",Qanon,1
442,"Si chiama lavaggio del cervello ed è classificato sotto la voce ""tortura"".",Qanon,1
443,"Le probabilita' di un terzo conflitto.. sono vicine, i motivi sono le forti sanzioni inflitte alla Russia, e la stupidita' di fornire armi  tramite la Polonia da parte della NATO, qui si rischia che la Russia potrebbe attaccare il territorio polacco..",Russia,2
444,"Ma avete capito che non si deve andare più a fare la passeggiatina dicendo solamente ""no green pass"", ma si deve agire quando si avvicinano le merde. Cos'altro ci devono fare per svegliare le coscienze. NON è più il momento del dialogo ma dell'azione.",Covid,0
445,Ma se guardiamo bene questa foto.. che effettivamente sembra vera.. si tratta di un DISCO  PIATTO CON I BORDI ROVESCIATI!!,Terra Piatta,3
446,Fossi in loro non mi preoccuperei i nazisti e le naziste dei ristori i plurivaccinculati se vivono qualche mese ancora sono fortunati.... pizze fredde...,Qanon,1
447,"La/il vicequestore Nunzia Alessandra Schiliro interviene a piazza San Giovanni: IL GREEN PASS E ILLEGITTIMO.
Purtroppo giunge voce (non confermata) che siano già stati presi provvedimenti disciplinari nei suoi confronti:
QUALCUNO SI STUPISCE ?

🇮🇹 ",Covid,0
448,"Vorrei che mio figlio mi dicesse che da grande vuole fare il..... filantropo.
Molti smentiscono che Bill Gates abbia veramente comperato questo yacht.
Sarà pronto nel 2023, quando probabilmente passerà all'incasso per la questione vaccini.... Chissà... forse avrà versato solo un acconto!
Ma in fondo anche a noi stanno dando, o vorrebbero dare un acconto vaccinale, o peggio, inoculazioni a vita...... perchè non finirà mai. 🤢

🇮🇹 ",Covid,0
449,"Incredibile follia del NWO: Il Cile, cavia per le sperimentazioni transumaniste del WEF, dopo essere diventato il primo Paese ad aggiungere i diritti neurologici alla sua costituzione, ora diventa anche la prima nazione al mondo a non discriminare i mutanti e gli individui geneticamente modificati dopo aver pubblicato la legge il 16 febbraio 2022. Secondo il dottor PABLO CAMPRA, MIK ANDERSEN di Corona2Inspect e LA QUINTA COLONNA i sieri COVID sono mutageni e alterano il DNA umano, non solo per l'RNA che contengono, ma anche per i cristalli di DNA. La dott.ssa CHINDA BRANDOLINO avverte il mondo che accettare un vaccino mRNA comporta un cambiamento nel genoma e...!!! Rimaniamo umani, diciamo no ai continui sieri!!!",Covid,0
450,"⚡**i soldi servono solo per far in modo che gli schiavi lavorino.

 Prima c'era la tribú e lavoravi per mangiare e basta. 

Poi gli imperi e lavoravi perché ti programmavano da piccolo a pensare che devi lavorare per l'imperatore che era dio.

Oggi ci sono i soldi, e chi gestisce i soldi sono le nuove divinità.**",Qanon,1
451,"**SCHWAB VIVE A CALCUTTA E SILVER È IL SUO PUPILLO
__Bufale d’annata, censure e segreti ritocchi

**__Silver Nervuti fa il bis in pochi giorni. Prima **la bufala del palazzo ucraino esploso per gas**, ora le **frasi farlocche** che girano da oltre un anno **attribuite prima ad Attali ed ora a Schwab**.

Video **censurato** (ingius da youtube e poi **dallo stesso Silver che non ha avuto il coraggio di ripubblicarlo integralmente su Telegram**, dove ha messo una versione ripulita, ma senza dire nulla e facendo finta che fosse il video completo.

Ha voluto far credere che il video fosse stato rimosso per colpa dei presunti ""segnalatori seriali"" e dai ""cattivoni"" di youtube e non perché contenesse **frasi ridicole, rozze e inverosimili, che solo un diversamente covidiota può ritenere autentiche.** 

Qui il video su Youtube: ",Russia,2
452,Non esistono foto reali di satelliti in orbita solo video  con grafica virtuale..,Terra Piatta,3
453,"Prossimo presidente della Repubblica.... Non esiste il migliore ma chi sarà il meno peggio?

Draghi ce lo leveremo da torno ma avrebbe l'immunità e preferirei lasciarlo al suo posto in attesa dei giudizio divino, Berlusca mi viene da ridere al solo pensiero.... Chi sarà e come si prospettera la DITTATURA?",Qanon,1
454,Non vado sul main stream da mesi... devono fallire e pagare per il terrorismo che sponsorizzano senza pietà,Qanon,1
455,"Concluso il 26 maggio il l'incontro del WEF a Davos, inizia l'appun con il Bilderberg a Washington DC! La losca trama comune partorita dai due eventi che nessuno dice e che dobbiamo conoscere per proteggerci!!!",Qanon,1
456,Il sole se fosse alimentato dall'idrogeno al suo interno si sarebbe dovuto spegnere gia' parecchio tempo fa'...  non sono presuntuoso di sparare cifre..  ma uso la ragione ...,Terra Piatta,3
457,"Io sinceramente non credo ai vaccini.. che sono forza obbligati ... e' risaputo che la fase della sperimentazione terminera' nel 2023... Pertanto non dovrebbero obbligare questo farmaco sperimentale.. inoltre la stessa Pfizer dice che questo farmaco va' somministrato su prescrizione medica.. Ma incredibilmente nessun dottore si assume la responsabilita' di prescriverlo.. quindi se uno va' in fondo a denunciare  quel dottore rischia la diffida.. I molti casi avversi  con danni permanenti e decessi fanno in modo che quando  ti presenti per essere vaccinato, ti fanno firmare che qualunque cosa accada tu sei a conoscenza del pericolo pertanto a tua responsabilita'...   Io non firmero' nulla.. perche' non e' una mia scelta ma un obbligo dittatoriale... Quello che firmerei e' che in questo periodo di emergenza porto  la mascherina , seguo le norme della distanza, mi lavo le mani con sapone e alcool, evito gli assemblamenti.. non  vado  al cinema teatri centri commerciali.",Covid,0
458,sentinel 5p fa immagini meteo e quindi lasciamo stare,Terra Piatta,3
459,"Il raduno di Joe Biden è stato interrotto da un manifestante che urlava ""Hai rubato le elezioni!"" 

Joe Biden è stato disturbato durante una manifestazione elettorale nel sobborgo di Rockville, nel Maryland, giovedì sera, da un uomo che ha urlato: ""Hai rubato le elezioni!"" Biden ha commentato: ""Gente, l'ignoranza non conosce confini"". La manifestazione si è svolta presso la Richard Montgomery High School, dove Biden è stato in grado di riempire la palestra della scuola nella roccaforte dei Democratici. In precedenza Biden ha parlato a una raccolta fondi nella vicina Bethesda, nel Maryland, dove ha accusato il presidente Trump e i suoi sostenitori di ""semifascismo"".

",Qanon,1
460,"Premessa, partiamo dall'obbLigo vaccinale Lorenzin attuato in presenza di zero morti negli ultimi 10 anni. È dato x certo che il siero è sperimentale e considerato che al oggi x la nuova variante a cui nn serve lo stesso ha procurato almeno 16 decessi. Un serio atteggiamento precauzionale imporrebbe la sospensione del ""farmaco"" sperimentale. Se ad oggi avviene SOLO il contrario di quanto affermato si presuppone che la sperimentazione stia avendo il successo sperato.  Quindi quando verranno fermati sperimentazione e inoculazione   in presenza di casi avversi e decessi?",Covid,0
461,Altri studi condotti dall'università sparo cazzate!. Menomale in questo periodo si stanno dando da fare a smascherare la dittatura sanitaria💪🏻💪🏻,Covid,0
462,ed anche qui si nota che la terra non e' una palla,Terra Piatta,3
463,I fratelli della rivoluzione sono milioni e saranno un bel cazzo nel culo per la dittatura criminale che VERRÀ DATA ALLE FIAMME,Qanon,1
464,"Il vero Hitler è M.Draghi, Hitler a confronto del criminale italiano, è un principiante.",Qanon,1
465,La cosa scandalosa che oggi hanno tentato di riparare l'inganno di quella volta con altre foto.. ovviamente usando la tecnologia virtuale,Terra Piatta,3
466,"🇮🇹 #Italiano - Analisi al microscopio ottico di una fiala Pfizer. Questo non é un vaccino. Scaricarlo e condividerlo con tutte le  persone  a voi care e aumentare la consapevolezza dei vostri conoscenti. É un dovere farlo in quanto esseri umani.

Video 1 di 4",Covid,0
467,"**I MEDIA NON POSSONO PIU' FARE NULLA PER MASCHERARLO                                                                          **                        ""NON È SORPRENDENTE CHE LA COLONNA SONORA DEL DISCORSO DI TRUMP NEL RALLY IN OHIO SUONA MOLTO COME UN INNO DI QANON. Trump è diventato più sfacciato nella sua promozione del materiale sulla teoria della cospirazione di QAnon.""                                               ",Qanon,1
468,"Evviva i nostri luminari scienzhiati.
Di loro possiamo fidarci ad occhi chiusi, perchè ad occhi aperti scapperemmo...
Le ultime parole famose.

🇮🇹 ",Covid,0
469,"Questo è il famoso drop dove Q dice che non esiste QAnon, leggetelo bene. A quell'epoca i media non potevano più ignorare il fenomeno Q ed il movimento a lui legato, per cui incominciarono a confondere apposi Q con QAnon e a far vedere alcune teorie strampalate di qualche (Q)Anon per screditare il tutto. Q in questo drop ci avvertì proprio di questo, così come ci disse che non tutti gli Anon sono autentici. QAnon non è nient'altro che chi cerca di decodificare i drop di Q e metterli in relazione a quanto succede. Non sempre le decodifiche sono state corrette, il tema è complesso, ma ciò non vuol dire essere in malafede o una psy-op",Qanon,1
470,Il ministero russo conferma Hunter BIDEN (BIDENS) SOROS che gestiscono programmi NUCLEARI in UCRAINA                                                                                                                   ,Russia,2
471,"😱😱😱 **Gli ebrei possono entrare?**


❗️AVANTI TUTTA FINCHÉ LA DITTATURA NON SARÀ DISTRUTTA

↪️CONDIVIDI

---------------
",Qanon,1
472,"Sul vaccino ai profughi ucraini si esprime Fabrizio Pregliasco, secondo cui **“si tratta di una situazione particolare, non si può dire ‘vieni qua però ti ‘pungo’ per forza se no vai da un’altra parte'”
**(Invece agli italiani puoi dire: o ti pungi o perdi il lavoro e muori di fame INFAME) 🤬

[🇮🇹]( ",Covid,0
473,"Bologna, processo al Dr. Fabio Milani: folla immensa per sostenerlo con Moriggia, Corrias, Montanari
L’ordine dei medici di Bologna ha indetto un processo al Dr. Fabio Milani la cui unica colpa è di essere andato a casa per visitare tutti i suoi pazienti e averli guariti e di non essersi attenuto al “consiglio” politico di prescrivere al telefono tachipirina e vigile attesa. Una folla immensa si è radunata davanti alla sede dell’ordine, in via Alvise Zaccherini 4, per testimoniare la propria stima nei confronti del “Dottorino”, avvolgerlo e proteggerlo. Molti avevano cartelli che testimoniavano come Fabio avesse salvato loro la vita. Naturalmente c’erano gli avvocati Nino Moriggia del Comicost  e Linda Corrias. Sono arrivati anche Stefano Montanari e la moglie Antonietta Gatti e Lucia Giovannini. Ho fatto un lungo e dettagliato reportage con la mia telecamera, ma a un certo punto ho sentito il dovere di accendere anche l’iPhone per trasmettere in diretta questa situazione incredibile, quanto pacifica, che stava accadendo. A un certo punto ho affidato il telefonino a Lucia per concentrarmi nelle riprese con la mia telecamera. Nell’attesa che io riesca a montare tutto il materiale che ho girato, questo video è una fantastica testimonianza di quello che è accaduto prima di un processo che definirei storico.  ",Covid,0
474,"Stanno giungendo da Israele verso l'Ucraina dei volontari ebrei che si sono uniti agli assassini nazisti di Azov per combattere contro i russi. Gli ebrei israeliani sono stati accolti dal rabbino della sinagoga di Dnepropetrovsk che ha dato loro la ""benedizione"" per la loro intenzione di voler uccidere i russi. Gli israeliani portano una stella di David come segno distintivo. Sarebbe interessante chiedere ai vari esponenti del clan sionista in Italia, quali Daniele Capezzone, Maria Giovanna Maglie e Giuliano Ferrara, tutti vicini al mondo neocon, qual è il senso dello stato di Israele? È stato detto più di 80 anni fa che la nascita di Israele era indispensabile per mettere al sicuro gli ebrei dalla persecuzione nazista, ma se i padroni della lobby sionista, oggi come ieri, sono i primi a proteggere e sostenere i nazisti, come può Israele mettere al riparo gli ebrei quando abbraccia i nazisti che perseguitarono gli stessi ebrei? Alla fine di tutto questo, la crisi ucraina ci ha ancora una volta confermato come sionismo e nazismo siano alleati, e come il sionismo sia il peggiore nemico degli ebrei.
",Russia,2
475,"I sieri sono corretti, non sono mica razzisti, ammazzano bianchi gialli verdi arancioni neri viola...",Covid,0
476,"**⚡La logica delle femministe cancerogene:

""Se tutte le femmine diventano insopportabili, repulsive, spregevoli, ripugnanti, odiose e brutte come noi,
 allora anche noi avremmo la opportunità di essere scelte e far fare ai maschi tutto quello che vogliamo trattandoli come nostri schiavi, 

perché noi odiamo i maschi perché i maschi non vogliono scegliere quelle femministe come noi, 
e noi non vogliamo fare sforzi per migliorare, devono essere le altre femmine a peggiorare al nostro livello, 
ma abbiamo bisogno degli uomini per sopravvivere""

Se al mercato della frutta imponi che tutta la frutta deve essere schifosa e avere lo stesso prezzo, per forza di cose la frutta schifosa verrà comprata.

❗️Quindi le femministe sono prima di tutto contro le altre femmine che non sono schifose come loro, e le attaccano costan per conformarsi al cancro femminista 

 perché loro prendono gli uomini e le femministe devono morire circondate da gatti.

il cancro femminista non beneficia ai maschi, e neanche alla stragrande maggioranza delle femmine che sono costrette dalle minoranza violenta ad aderire al cancro per poi essere infelici tutta la vita perché il cancro femminista non le rende felici.

❓Come si può fermare il cancro che sta distruggendo la società?

❗️Essere uniti, maschi e femmine, e non cedere al cancro, isolandolo.

Se il cancro viene isolato non può avanzare e len essere distrutto.**",Qanon,1
477,"Dott. Russell Blaylock, dott. Sucharit Bhakdi e dott. Arne Burkhardt: hanno nascosto un importante segreto che le autopsie potevano documentare!!! Tutte le ragioni perché in tutto il mondo le autorità sanitarie ancora oggi scoraggiano le autopsie sui vaccinati!!!",Covid,0
478,"DA BRIAN CATES 

Quell'analisi dell'intelligence russa intercettata dalla CIA ha continuato dicendo che dopo che Sullivan le ha spiegato atten il piano, la signora Clinton ha dato la sua approvazione e ha detto al suo staff di andare avanti e attuare il piano.

Questa riunione strategica della campagna di alto livello di Hillary For America si è svolta alla fine di luglio del 2016. Lo stesso momento in cui tutti questi appaltatori privati ​​di Perkins Coie, Fusion GPS, Neustar e Georgia Technical hanno iniziato a formare le bufale che si sarebbero sviluppate in quella che oggi conosciamo come la bufala dell'Alfa Bank e la bufala del Dossier Steele.

E Kash Patel ha appena rivelato di sapere dal 2017 che Jake Sullivan deve affrontare importanti problemi di responsabilità legale proprio dopo la testimonianza che ha reso sotto giuramento quando Patel stava conducendo un'indagine del Congresso. Non ha fatto trapelare una parola su questo in 5 anni. Ha aspettato fino ad ora e ora può parlare perché Durham ha chiarito chiaramente dove è diretto.

Ottimo lavoro, Kash!

",Qanon,1
479,"Kash Patel dice che Wray non sarà licenziato e la sinistra e i media lo accuseranno di aver distrutto l'FBI. 
Non è questo che vogliamo?
È buffo come vogliamo vedere l'agenzia dei pagliacci smantellata e questo raid ha dato loro il pretesto perfetto per farlo in futuro. 
I ""raggi di luce"" ora brillano così intensamente sulle istituzioni corrotte. 
L'ottica è molto importante. 
È troppo pittoresco. 
Quasi una sceneggiatura accura elaborata. 

",Qanon,1
480,"L'era della sorveglianza e della libertà come ""diversamente intesa"" ci sta arrivando addosso senza che ce ne accorgiamo e soprattutto senza che ne avvertiamo il pericolo,,,,
[🇮🇹 ",Covid,0
481,"Panzana pazzesca del leghista Siri: le misure restrittive funzionano eccome

",Covid,0
482,"Fonte ""il tempo.it"".
Spunta in Inghilterra il primo documento  sui possibili effetti collaterali e sullo scudo legale offerto alle società farmaceutiche. Non irrilevante l'ammissione di aver effettuato studi limitati su tossicità in particolare quella riproduttiva.",Covid,0
483,"Ehhhh
Vorrei dire a Pregliasco che arriva alle conclusioni cui la maggior parte degli ignoranti no-vax, erano arrivati mesi fa!
Ma la domanda vera allora è:
Ci sei?
o
ci fai?
Vergognoso modus operandi di coloro che sono delegati alla salute pubblica in italia, ma purtroppo forse più di far caciara in TV non possono fare senza rinuncare aì soldi celle case farmaceutiche 

🇮🇹 ",Covid,0
484,"Secondo me, un'arma psicologica per far sì che molti inoculati si incazzino con la dittatura, è prenderli per il culo! Tipo: vaccinato ma sempre mascherato. O: e vai di museruola. O: tossici di stato! E così via 😂",Covid,0
485,"Naturalmente a questa dittatura sanitaria c'è qualcuno che si ribella

🇮🇹 ",Covid,0
